Name,CDID,Seasonal adjustment,Units,Main measure,Description,Note 1,Note 2
CPI: Index 06.2 : Out-Patient Services: 2005=100,D7F9,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 06.2.1 : Medical Services and Paramedical Services: 2005=100,D7FA,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 06.2.2 : Dental Services: 2005=100,D7FB,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 06.3 : Hospital Services 2005=100,D7FC,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.2.1 : Major Durables For In/Outdoor Recreation: 2005=100,D7FD,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.3.1 : Games Toys and Hobbies 2005=100,D7FF,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.3.2 : Equipment For Sport Camping and Open-Air Recreation 2005=100,D7FG,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.4.1 : Recreational and Sporting Services 2005=100,D7FH,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.4.2 : Cultural Services 2005=100,D7FI,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.5 : Newspapers Books and Stationery 2005=100,D7FJ,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.5.1 : Books 2005=100,D7FK,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.5.2 : Newspapers and Periodicals 2005=100,D7FL,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.5.3 :Misc. Printed Matter Stationery and Drawing Materials 2005=100,D7FM,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 09.6 : Package Holiday 2005=100,D7FN,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 12.3 : Personal Effects N.E.C. 2005=100,D7FO,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 12.3.1 : Jewellery Clocks and Watches 2005=100,D7FP,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 12.3.2 : Other Personal Effects 2005=100,D7FQ,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Index 12.7 : Other Services Nec 2005=100,D7FR,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
Differences Between CPI and RPI Due To Housing Components Excluded From CPI - Other Housing Components 2005=100,D7FU,Not seasonally adjusted,Index 2005 = 100,Retail Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","In accordance with the Statistics and Registration Service Act 2007, the Retail Prices Index and its derivatives have been assessed against the Code of Practice for Official Statistics and found not to meet the required standards for designation as National Statistics.",
Differences Between CPI and RPI Due To Other Differences In Coverage 2005=100,D7FV,Not seasonally adjusted,Index 2005 = 100,Retail Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","In accordance with the Statistics and Registration Service Act 2007, the Retail Prices Index and its derivatives have been assessed against the Code of Practice for Official Statistics and found not to meet the required standards for designation as National Statistics.",
Differences Between CPI and RPI Due To Formula Effect 2005=100,D7FW,Not seasonally adjusted,Index 2005 = 100,Retail Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","In accordance with the Statistics and Registration Service Act 2007, the Retail Prices Index and its derivatives have been assessed against the Code of Practice for Official Statistics and found not to meet the required standards for designation as National Statistics.",
Differences Between CPI and RPI Due To Other Differences Including Weights 2005=100,D7FX,Not seasonally adjusted,Index 2005 = 100,Retail Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","In accordance with the Statistics and Registration Service Act 2007, the Retail Prices Index and its derivatives have been assessed against the Code of Practice for Official Statistics and found not to meet the required standards for designation as National Statistics.",
Differences Between CPI and RPI - Rounded 2005=100,D7G2,Not seasonally adjusted,Index 2005 = 100,Retail Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","In accordance with the Statistics and Registration Service Act 2007, the Retail Prices Index and its derivatives have been assessed against the Code of Practice for Official Statistics and found not to meet the required standards for designation as National Statistics.",
Differences Between CPI and RPI - Unrounded 2005=100,D7G3,Not seasonally adjusted,Index 2005 = 100,Retail Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","In accordance with the Statistics and Registration Service Act 2007, the Retail Prices Index and its derivatives have been assessed against the Code of Practice for Official Statistics and found not to meet the required standards for designation as National Statistics.",
Differences Between CPI and RPI Due To Housing Components Excluded From CPI - Total 2005=100,D7G4,Not seasonally adjusted,Index 2005 = 100,Retail Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","In accordance with the Statistics and Registration Service Act 2007, the Retail Prices Index and its derivatives have been assessed against the Code of Practice for Official Statistics and found not to meet the required standards for designation as National Statistics.",
Differences Between CPI and RPI Due To Housing Components Excluded From CPI - Mortgage Interest Payments 2005=100,D7G5,Not seasonally adjusted,Index 2005 = 100,Retail Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","In accordance with the Statistics and Registration Service Act 2007, the Retail Prices Index and its derivatives have been assessed against the Code of Practice for Official Statistics and found not to meet the required standards for designation as National Statistics.",
CPI: All Items: Percentage Change Over 12 Months: Estimated Pre-97 2005=100,D7G7,Not seasonally adjusted,Percentage change over 12 months,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
CPI: Annual Rate 01 : Food and Non-Alcoholic Beverages - Estimated Pre-97 2005=100,D7G8,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
"CPI: Annual Rate 02 : Alcoholic Beverages, Tobacco and Narcotics - Estimated Pre-97 2005=100",D7G9,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
CPI: Annual Rate 03 : Clothing and Footwear- Estimated Pre-97 2005=100,D7GA,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
"CPI: Annual Rate 04 : Housing, Water and Fuels- Estimated Pre-97 2005=100",D7GB,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
"CPI: Annual Rate 05 : Furniture, Household Equip and Repair Of The House - Estimated Pre-97 2005=100",D7GC,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
CPI: Annual Rate 06 : Health- Estimated Pre-97 2005=100,D7GD,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
","The coverage of these categories was extended in January 2000; further extensions to coverage came into effect in January 2001 for health and miscellaneous goods and services; the coverage of miscellaneous goods and services was further extended with effect from January 2002. 
"
CPI: Annual Rate 07 : Transport- Estimated Pre-97 2005=100,D7GE,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
CPI: Annual Rate 08 : Communication- Estimated Pre-97 2005=100,D7GF,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
CPI: Annual Rate 09 : Recreation and Culture- Estimated Pre-97 2005=100,D7GG,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
CPI: Annual Rate 10 : Education- Estimated Pre-97 2005=100,D7GH,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
"CPI: Annual Rate 11 : Hotels, Cafes and Restaurants- Estimated Pre-97 2005=100",D7GI,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
",
CPI: Annual Rate 12 : Miscellaneous Goods and Services- Estimated Pre-97 2005=100,D7GJ,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.","Inflation rates prior to 1997 and index levels prior to 1996 are estimated.
","The coverage of these categories was extended in January 2000; further extensions to coverage came into effect in January 2001 for health and miscellaneous goods and services; the coverage of miscellaneous goods and services was further extended with effect from January 2002. 
"
CPI: Annual Rate 01.1 : Food 2005=100,D7GK,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 01.2 : Non-Alcoholic Beverages 2005=100,D7GL,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 02.1 : Alcoholic Beverages 2005=100,D7GM,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 02.2 : Tobacco 2005=100,D7GN,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 03.1 : Clothing 2005=100,D7GO,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 03.2 : Footwear Including Repairs 2005=100,D7GP,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 04.1 : Actual Rents For Housing 2005=100,D7GQ,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 04.3 : Regular Maintenance and Repair Of The Dwelling 2005=100,D7GR,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 04.4 : Other Services Relating To The Dwelling 2005=100,D7GS,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
"CPI: Annual Rate 04.5 : Electricity, Gas and Other Fuels 2005=100",D7GT,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
"CPI: Annual Rate 05.1 : Furniture, Furnishings, Carpets and Other Floor Coverings 2005=100",D7GU,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 05.2 : Household Textiles 2005=100,D7GV,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 05.3 : Major Household Appliances Including Fittings and Repair 2005=100,D7GW,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
"CPI: Annual Rate 05.4 : Glassware, Tableware and Household Utensils 2005=100",D7GX,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 05.5 : Tools and Equipment For House and Garden 2005=100,D7GY,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 05.6:Goods and Services For Routine Household Maintenance 2005=100,D7GZ,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 07.1 : Purchase Of Vehicles 2005=100,D7H2,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 07.2 : Operation Of Personal Transport Equipment 2005=100,D7H3,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 07.3 : Transport Services 2005=100,D7H4,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 08.1 : Postal Services 2005=100,D7H5,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 09.1 : Audio-Visual Photo and Data Processing Equip 2005=100,D7H6,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 09.2 : Other Major Durables For Recreation and Culture 2005=100,D7H7,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 09.3 : Other Recreational Items and Equip Gardens and Pets 2005=100,D7H8,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 09.4 : Recreational and Cultural Services 2005=100,D7H9,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 11.1 : Catering 2005=100,D7HA,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 11.2 : Accommodation Services 2005=100,D7HB,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 12.1 : Personal Care 2005=100,D7HC,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
CPI: Annual Rate 12.6.2 : Financial Services N.E.C. 2005=100,D7HD,Not seasonally adjusted,Index 2005 = 100,Consumer Prices Index,"Consumer price indices are important indicators of how the UK economy is performing.

The indices are used in many ways by the government, businesses, and society in general. They can affect interest rates, tax allowances, wages, state benefits, pensions, maintenance, contracts and many other payments. They also show the impact of inflation on family budgets and affect the value of the pound in your pocket.",,
